gemeindename,plz,bundesland,partnergemeinde,land,kontinent,seit,form,latitude,longitude
Breisgau-Hochschwarzwald(Kreis)(Freiburg im Breisgau, Stadt),79104,Baden-Württemberg,Komitat Csongrád,Ungarn,Europa,2000,1.288011,103.852371
Breitenbrunn,92363,Bayern,Breitenbrunn (Burgenland),Österreich,Europa,1974,p,49.0833,11.6333
Breitenbrunn,87739,Bayern,Plouigneau,Frankreich,Europa,1976,p,48.1333,10.4
Breitenbrunn,87739,Bayern,Görcsöny,Ungarn,Europa,1995,p,48.1333,10.4
Breitenbrunn/Erzgeb.,8359,Sachsen,Bozi Dar,Tschech. Republik,Europa,2000,k,,
Bremen,28195,Bremen,Haifa,Israel,Asien,1988,p,53.0889,8.7906
Bremen,28195,Bremen,Riga,Lettland,Europa,1985,p,53.0889,8.7906
Bremen,28195,Bremen,Corinto/El Realejo,Nicaragua,Amerika,1989,p,53.0889,8.7906
Bremen,28195,Bremen,Gdansk (Danzig),Polen,Europa,1976,p,53.0889,8.7906
Bremen,28195,Bremen,Dalian,China,Asien,1985,p,53.0889,8.7906
Bremen,28195,Bremen,Bratislava (Preßburg),Slow. Republik,Europa,1989,p,53.0889,8.7906
Bremen,28195,Bremen,Izmir,Türkei,Europa,1996,p,53.0889,8.7906
Bremen,28195,Bremen,Pune,Indien,Asien,2002,p,53.0889,8.7906
Bremen,28195,Bremen,Guangdong,China,Asien,2004,p,53.0889,8.7906
Bremen,28195,Bremen,Durban,Südafrika,Afrika,2005,p,53.0889,8.7906
Bremen,28195,Bremen,Shenyang,China,Asien,2006,p,53.0889,8.7906
Bremerhaven,27576,Bremen,Frederikshavn,Dänemark,Europa,1979,p,53.5545,8.5933
Bremerhaven,27576,Bremen,Cherbourg,Frankreich,Europa,1960,p,53.5545,8.5933
Bremerhaven,27576,Bremen,Pori,Finnland,Europa,1969,p,53.5545,8.5933
Bremerhaven,27576,Bremen,Grimsby,Großbritannien,Europa,1963,p,53.5545,8.5933
Bremerhaven,27576,Bremen,Szczecin (Stettin),Polen,Europa,1990,p,53.5545,8.5933
Bremerhaven,27576,Bremen,Kaliningrad (Königsberg),Rußland,Europa,1992,p,53.5545,8.5933
Bremervörde,27432,Niedersachsen,Falmouth,Großbritannien,Europa,2000,k,53.50008,9.101235
Brennberg,93179,Bayern,Banya,Ungarn,Europa,1987,k,49.0667,12.4
Brensbach,64395,Hessen,Ezy-sur-Eure,Frankreich,Europa,1977,p,49.7739,8.8844
Bretten,75015,Baden-Württemberg,Longjumeau,Frankreich,Europa,1991,p,49.0368,8.7074
Bretten,75015,Baden-Württemberg,Neuflize,Frankreich,Europa,1971,p,49.0368,8.7074
Bretten,75015,Baden-Württemberg,Pontypool,Großbritannien,Europa,1994,p,49.0368,8.7074
Bretten,75015,Baden-Württemberg,Hidas (Brückenau),Ungarn,Europa,1990,p,49.0368,8.7074
Bretten,75015,Baden-Württemberg,Nemesnadudvar (Nadwar),Ungarn,Europa,1987,p,49.0368,8.7074
Bretten,75015,Baden-Württemberg,Condeixa-a-Nova,Portugal,Europa,1985,p,49.0368,8.7074
Bretten,75015,Baden-Württemberg,Bellegarde-sur-Valserine,Frankreich,Europa,2001,p,49.0368,8.7074
Bretzfeld,74626,Baden-Württemberg,Budaörs (Wudersch),Ungarn,Europa,1989,p,49.1794,9.4383
Breuberg,64747,Hessen,Wiener Neustadt,Österreich,Europa,1979,k,49.8,9.0667
Breuberg,64747,Hessen,Nové Mésto na Morave (Neustadt i. Mähren),Tschech. Republik,Europa,1995,k,49.8,9.0667
Breuberg,64747,Hessen,Nové Mésto nad Metuji (Neustadt a.d. Mettau),Tschech. Republik,Europa,1994,k,49.8,9.0667
Breuberg,64747,Hessen,Nové Mésto pod Smrkem (Neustadt a.d. Tafelfichte),Tschech. Republik,Europa,1994,k,49.8,9.0667
Breuberg,64747,Hessen,Dunáujváros,Ungarn,Europa,1994,k,49.8,9.0667
Brigachtal,78086,Baden-Württemberg,Essey-lès-Nancy,Frankreich,Europa,1984,p,48.0167,8.4667
Brilon,59929,Nordrhein-Westfalen,Heusden-Zolder,Belgien,Europa,1971,p,51.4055,8.5825
Brilon,59929,Nordrhein-Westfalen,Hesdin,Frankreich,Europa,1995,p,51.4055,8.5825
Brilon,59929,Nordrhein-Westfalen,Thurso,Großbritannien,Europa,1979,p,51.4055,8.5825
Brohltal(Verbandsgemeinde),56651,Rheinland-Pfalz,Muvumba,Ruanda,Afrika,1990,p,50.451962,7.197071
Brombachtal,64753,Hessen,La Riviére de Corps,Frankreich,Europa,1987,p,49.7325,8.9622
Brome,38465,Niedersachsen,La Guerche-de-Bretagne,Frankreich,Europa,1983,p,52.5968,10.9268
Bromskirchen,59969,Hessen,Arrou,Frankreich,Europa,1979,p,51.0833,8.6167
Brookmerland(Samtgemeinde),26529,Niedersachsen,Melksham,Großbritannien,Europa,1988,p,53.505526,7.252891
Brotterode-Trusetal,98596,Thüringen,St. Martin le Vinouse,Frankreich,Europa,1993,p,50.7864565,10.4080751
Bruchhausen-Vilsen,27305,Niedersachsen,Aucinnes,Frankreich,Europa,1986,p,52.8365,8.9717
Bruchhausen-Vilsen,27305,Niedersachsen,La Bazoge,Frankreich,Europa,1975,p,52.8365,8.9717
Bruchköbel,63486,Hessen,Harkany,Ungarn,Europa,1993,p,50.184095,8.936872
Bruchköbel,63486,Hessen,Boskoop,Niederlande,Europa,1983,p,50.184095,8.936872
Bruchmühlbach-Miesau,66892,Rheinland-Pfalz,Gradac,Kroatien,Europa,2013,p,49.392625,7.440611
Bruchsal,76646,Baden-Württemberg,Saint Marie-aux-Mines,Frankreich,Europa,1989,p,49.1203,8.599
Bruchsal,76646,Baden-Württemberg,Saint Ménehould,Frankreich,Europa,1965,p,49.1203,8.599
Bruchsal,76646,Baden-Württemberg,Cwmbran,Großbritannien,Europa,1979,p,49.1203,8.599
Bruchsal,76646,Baden-Württemberg,Volterra,Italien,Europa,1990,f,49.1203,8.599
Bruchsal,76646,Baden-Württemberg,Trzic (Neumarkt),Slowenien,Europa,1989,p,49.1203,8.599
Bruck i.d.OPf.,92436,Bayern,Malesherbes,Frankreich,Europa,1996,p,49.249765,12.284493
Bruckmühl,83052,Bayern,Bruck an der Leitha (Niederösterreich),Österreich,Europa,1974,p,47.892947,11.927269
Brühl,68782,Baden-Württemberg,Dourtenga,Burkina Faso,Afrika,1997,p,49.395483,8.493308
Brühl,68782,Baden-Württemberg,Ormessan sur Marne,Frankreich,Europa,1977,p,49.395483,8.493308
Brühl,50321,Nordrhein-Westfalen,Sceaux,Frankreich,Europa,1964,p,50.818236,6.889452
Brühl,50321,Nordrhein-Westfalen,Royal Leamington Spa,Großbritannien,Europa,1973,p,50.818236,6.889452
Brühl,50321,Nordrhein-Westfalen,Kunice,Polen,Europa,1997,p,50.818236,6.889452
Brühl,50321,Nordrhein-Westfalen,Chalkida,Griechenland,Europa,1999,p,50.818236,6.889452
Brühl,50321,Nordrhein-Westfalen,Kas,Türkei,Europa,2002,p,50.818236,6.889452
Brunsbüttel,25541,Schleswig-Holstein,Horni Pocernice,Tschech. Republik,Europa,2000,p,53.913862,9.139686
Brüssow,17326,Brandenburg,Rewal (Rewahl/Pom.),Polen,Europa,1995,p,53.383463,14.159652
Bubesheim,89347,Bayern,Saint Fulgent,Frankreich,Europa,1985,f,48.4333,10.25
Büchen,21514,Schleswig-Holstein,Liperi,Finnland,Europa,1995,p,53.504875,10.680097
Büchenbach,91186,Bayern,Nèmetkèr (Kremling),Ungarn,Europa,1990,p,49.26457,11.032047
Buchenberg,87474,Bayern,Craon,Frankreich,Europa,1997,p,47.7,10.2333
Büchenbeuren,55491,Rheinland-Pfalz,Middelkerke (Schore),Belgien,Europa,1967,p,49.910319,7.272357
Buchholz in der Nordheide,21244,Niedersachsen,Canteleu,Frankreich,Europa,1975,p,53.3285,9.8621
Buchholz in der Nordheide,21244,Niedersachsen,Wolów (Wohlau),Polen,Europa,1996,p,53.3285,9.8621
Buchholz in der Nordheide,21244,Niedersachsen,Jänvenpää,Finnland,Europa,2002,f,53.3285,9.8621
Büchlberg,94124,Bayern,Esternberg,Österreich,Europa,1979,k,48.679357,13.532746
Büchlberg,94124,Bayern,St. Veit i. Mühlviertel,Österreich,Europa,1975,p,48.679357,13.532746
Buchloe,86807,Bayern,Cesson,Frankreich,Europa,1985,p,48.0343,10.7249
Buchloe,86807,Bayern,Köszeg (Güns),Ungarn,Europa,2000,k,48.0343,10.7249
Bückeburg,31675,Niedersachsen,Sablé sur Sarthe,Frankreich,Europa,1966,p,52.292983,9.030969
Bückeburg,31675,Niedersachsen,Nievwerkerk,Niederlande,Europa,1974,p,52.292983,9.030969
Bückeburg,31675,Niedersachsen,Kaliningrad (Königsberg),Rußland,Europa,2000,k,52.292983,9.030969
Bückeburg,31675,Niedersachsen,Swetlij,Rußland,Europa,2000,k,52.292983,9.030969
Büddenstedt,38372,Niedersachsen,Mondeville (Calvados),Frankreich,Europa,1973,p,52.165284,11.02024
Büddenstedt,38372,Niedersachsen,Northam,Großbritannien,Europa,1983,p,52.165284,11.02024
Büdelsdorf,24782,Schleswig-Holstein,Sejlflod,Dänemark,Europa,1991,p,54.330982,9.658517
Büdelsdorf,24782,Schleswig-Holstein,Przbyslav,Tschech. Republik,Europa,2007,k,54.330982,9.658517
Budenheim,55257,Rheinland-Pfalz,Eaubonne,Frankreich,Europa,1968,p,50.018,8.1681
Budenheim,55257,Rheinland-Pfalz,Isola della Scala,Italien,Europa,1991,p,50.018,8.1681
Budenheim,55257,Rheinland-Pfalz,Niederthai,Österreich,Europa,2007,f,50.018,8.1681
Büdingen,63654,Hessen,Loudèac,Frankreich,Europa,1983,p,50.28673,9.107209
Büdingen,63654,Hessen,Tinley Park,USA,Amerika,1989,p,50.28673,9.107209
Büdingen,63654,Hessen,Bruntál,Tschech. Republik,Europa,2001,p,50.28673,9.107209
Büdingen,63654,Hessen,Sebes,Rumänien,Europa,2007,p,50.28673,9.107209
Bühl,77815,Baden-Württemberg,Mattsee,Österreich,Europa,1972,p,48.692258,8.136572
Bühl,77815,Baden-Württemberg,Villefranche-sur-Saône,Frankreich,Europa,1987,p,48.692258,8.136572
Bühl,77815,Baden-Württemberg,Cantu,Italien,Europa,1996,f,48.692258,8.136572
Bühl,77815,Baden-Württemberg,Kalarasch,Moldawien,Europa,1990,p,48.692258,8.136572
Bühl,77815,Baden-Württemberg,North Horr,Kenia,Afrika,2000,p,48.692258,8.136572
Bühlertal,77830,Baden-Württemberg,Faverges,Frankreich,Europa,1990,p,48.678981,8.189198
Bühlerzell,74426,Baden-Württemberg,St. Koloman,Österreich,Europa,1978,p,48.993147,9.929217
Bunde,26831,Niedersachsen,Nieuweschans,Niederlande,Europa,1986,p,53.1833,7.2667
Bünde,32257,Nordrhein-Westfalen,Jakobstad/Pietarsaari,Finnland,Europa,1968,p,52.210632,8.562031
Burbach,57299,Nordrhein-Westfalen,Tanvald (Tannwald),Tschech. Republik,Europa,1995,f,50.75,8.0833
Büren,33142,Nordrhein-Westfalen,Mittersill,Österreich,Europa,1995,p,51.549139,8.562629
Büren,33142,Nordrhein-Westfalen,Kortemark,Belgien,Europa,1981,p,51.549139,8.562629
Büren,33142,Nordrhein-Westfalen,Charenton-le-Pont,Frankreich,Europa,1989,p,51.549139,8.562629
Büren,33142,Nordrhein-Westfalen,Ignalina,Litauen,Europa,2003,p,51.549139,8.562629
Büren,33142,Nordrhein-Westfalen,Précigné,Frankreich,Europa,1991,p,51.549139,8.562629
Burg,39288,Sachsen-Anhalt,Horsholm,Dänemark,Europa,1994,f,52.2715,11.8549
Burg,39288,Sachsen-Anhalt,Caceres,Spanien,Europa,1994,f,52.2715,11.8549
Burg,39288,Sachsen-Anhalt,La Roche sur Yon,Frankreich,Europa,1990,p,52.2715,11.8549
Burg,39288,Sachsen-Anhalt,Coleraine,Großbritannien,Europa,1994,f,52.2715,11.8549
Burg,39288,Sachsen-Anhalt,Afandou,Griechenland,Europa,1990,p,52.2715,11.8549
Burg,39288,Sachsen-Anhalt,Assen,Niederlande,Europa,1994,f,52.2715,11.8549
Burg,39288,Sachsen-Anhalt,Tira,Israel,Asien,2001,p,52.2715,11.8549
Burg (Dithmarschen),25712,Schleswig-Holstein,Bjolderup,Dänemark,Europa,1950,p,54,9.2667
Burgau,89331,Bayern,Marktgemeinde Burgau,Österreich,Europa,1982,p,48.4285,10.4072
Burgbrohl,56659,Rheinland-Pfalz,Poix du Nord,Frankreich,Europa,1977,p,50.4587,7.2827
Bürgel,7616,Thüringen,Vecpiebalga,Lettland,Europa,2006,p,50.9544,11.767009
Burgenlandkreis(Kreis)(Naumburg (Saale), Stadt),,Sachsen-Anhalt,Marijampole,Litauen,Europa,1995,1.288011,103.852371
Burggen,86977,Bayern,Nesmy,Frankreich,Europa,1993,p,47.7769,10.8172
Burghaslach,96152,Bayern,Przywidz,Polen,Europa,2007,p,49.7333,10.5822
Burghaun,36151,Hessen,Mertzwiller,Frankreich,Europa,1980,p,50.7084,9.7082
Burghausen,84489,Bayern,Agglomeration Fumeloise,Frankreich,Europa,1975,p,48.158,12.8137
Burgkirchen a.d.Alz,84508,Bayern,Wingen-sur-Moder,Frankreich,Europa,1977,p,48.14412,12.707226
Burgkirchen a.d.Alz,84508,Bayern,Kazincbarcika,Ungarn,Europa,1998,p,48.14412,12.707226
Burgkirchen a.d.Alz,84508,Bayern,Sinnicolau Mare (Großsanktnikolaus),Rumänien,Europa,2004,p,48.14412,12.707226
Burgkunstadt,96224,Bayern,Quéven,Frankreich,Europa,2011,p,50.1409,11.252
Burglengenfeld,93133,Bayern,Radotin (Radotin),Tschech. Republik,Europa,1992,p,49.2061,12.0409
Burglengenfeld,93133,Bayern,Pithiviers,Frankreich,Europa,1976,p,49.2061,12.0409
Burgoberbach,91595,Bayern,Buyaleuf,Frankreich,Europa,1991,p,49.2333,10.5833
Burgrieden,88483,Baden-Württemberg,Kisdorog (Kleindorog),Ungarn,Europa,1991,f,48.2333,9.9333
Burgstetten,71576,Baden-Württemberg,Màgocs (Magotsch),Ungarn,Europa,1993,k,48.928,9.3724
Burgthann,90559,Bayern,St. Ruprecht,Österreich,Europa,1994,p,49.3512,11.3122
Burgthann,90559,Bayern,Châteauponsac,Frankreich,Europa,1990,p,49.3512,11.3122
Burgwedel,30938,Niedersachsen,Vanves,Frankreich,Europa,1985,p,52.5,9.8667
Burgwedel,30938,Niedersachsen,Anzio,Italien,Europa,1958,p,52.5,9.8667
Burladingen,72393,Baden-Württemberg,Le Plessis-Trévise,Frankreich,Europa,1988,p,48.3253,9.1224
Burow,17089,Mecklenburg-Vorpommern,Prabuty (Riesenburg),Polen,Europa,2000,p,53.752624,13.290575
Burscheid,51399,Nordrhein-Westfalen,Egg,Österreich,Europa,1968,p,51.0846,7.123
Burscheid,51399,Nordrhein-Westfalen,Ormoz (Friedau),Slowenien,Europa,1980,k,51.0846,7.123
Burscheid,51399,Nordrhein-Westfalen,Bourscheid,Luxemburg,Europa,2007,p,51.0846,7.123
Bürstadt,68642,Hessen,Krieglach,Österreich,Europa,1974,p,49.644143,8.468608
Bürstadt,68642,Hessen,Wittelsheim,Frankreich,Europa,1982,p,49.644143,8.468608
Bürstadt,68642,Hessen,Minao,Japan,Asien,1984,f,49.644143,8.468608
Burtenbach,89349,Bayern,Vertestolna (Tolnau),Ungarn,Europa,2000,k,48.3405,10.4528
Busdorf,24866,Schleswig-Holstein,Rosenholm,Dänemark,Europa,2000,k,54.5,9.55
Buseck,35418,Hessen,Molln,Österreich,Europa,1975,p,50.6148,8.783
Buseck,35418,Hessen,Tát (Taath),Ungarn,Europa,1996,p,50.6148,8.783
Büsingen am Hochrhein,78266,Baden-Württemberg,Ustrzyki Dolne,Polen,Europa,1993,k,29.654621,-98.324069
Büsum,25761,Schleswig-Holstein,Camaret-sur-Mer,Frankreich,Europa,1966,p,54.162709,8.865374
Butzbach,35510,Hessen,Saint Cyr .´Ecole,Frankreich,Europa,2008,p,50.4339,8.6712
Buxheim,87740,Bayern,Saint Denis d`Anjou,Frankreich,Europa,1989,p,47.9995,10.1333
Buxtehude,21614,Niedersachsen,Blagnac,Frankreich,Europa,1985,p,53.466,9.6912
Cadolzburg,90556,Bayern,Mauterndorf,Österreich,Europa,1982,p,49.4573,10.8533
Cadolzburg,90556,Bayern,St. Walburg,Italien,Europa,1984,p,49.4573,10.8533
Cadolzburg,90556,Bayern,Le Palais sur Vienne,Frankreich,Europa,2003,p,49.4573,10.8533
Calden,34379,Hessen,Ráckeve (Raizenmarkt),Ungarn,Europa,1992,p,51.4167,9.4
Calw,75365,Baden-Württemberg,Latsch,Italien,Europa,1957,p,48.7142,8.7403
Castrop-Rauxel,44575,Nordrhein-Westfalen,Vincennes,Frankreich,Europa,1961,p,51.5566,7.3115
Castrop-Rauxel,44575,Nordrhein-Westfalen,Kuopio,Finnland,Europa,1965,p,51.5566,7.3115
Castrop-Rauxel,44575,Nordrhein-Westfalen,Wakefield,Großbritannien,Europa,1949,p,51.5566,7.3115
Castrop-Rauxel,44575,Nordrhein-Westfalen,Nowa Ruda (Neurode),Polen,Europa,1991,p,51.5566,7.3115
Castrop-Rauxel,44575,Nordrhein-Westfalen,Zouguldag,Türkei,Europa,2013,p,51.5566,7.3115
Celle,29221,Niedersachsen,Holbaek,Dänemark,Europa,1980,p,52.6333,10.0833
Celle,29221,Niedersachsen,Meudon,Frankreich,Europa,1953,p,52.6333,10.0833
Celle,29221,Niedersachsen,Hämeenlinna,Finnland,Europa,1972,p,52.6333,10.0833
Celle,29221,Niedersachsen,Tavistock,Großbritannien,Europa,1952,p,52.6333,10.0833
Celle,29221,Niedersachsen,Celleligure,Italien,Europa,1961,f,52.6333,10.0833
Celle,29221,Niedersachsen,Kwidzyn (Marienwerder),Polen,Europa,1993,p,52.6333,10.0833
Celle,29221,Niedersachsen,Tjumen,Rußland,Europa,1994,p,52.6333,10.0833
Celle,29221,Niedersachsen,Sumy,Ukraine,Europa,1990,p,52.6333,10.0833
Celle,29221,Niedersachsen,Mazkeret Batia,Israel,Asien,2008,p,52.6333,10.0833
Celle,29221,Niedersachsen,Celle Ligure,Italien,Europa,2001,p,52.6333,10.0833
Celle,29221,Niedersachsen,Tavistock,Großbritannien,Europa,1977,p,52.6333,10.0833
Celle,29221,Niedersachsen,Tulsa,USA,Amerika,2000,p,52.6333,10.0833
Celle(Kreis)(Celle, Stadt),29221,Niedersachsen,Tuusula,Finnland,Europa,1987,1.288011,103.852371
Celle(Kreis)(Celle, Stadt),29221,Niedersachsen,Bialogard (Belgard),Polen,Europa,1985,1.288011,103.852371
Celle(Kreis)(Celle, Stadt),29221,Niedersachsen,Swidwin,Polen,Europa,1985,1.288011,103.852371
Celle(Kreis)(Celle, Stadt),29221,Niedersachsen,Barneville-Cateret (Normandie),Frankreich,Europa,1967,1.288011,103.852371
Cham,93413,Bayern,Cham (Kanton Zug),Schweiz,Europa,1981,p,49.2142,12.6582
Cham,93413,Bayern,Klatovy (Klattau),Tschech. Republik,Europa,1993,p,49.2142,12.6582
Cham,93413,Bayern,Zele,Belgien,Europa,2010,p,49.2142,12.6582
Cham(Kreis)(Cham, Stadt),93413,Bayern,Domazlice,Tschech. Republik,Europa,1990,1.288011,103.852371
Cham(Kreis)(Cham, Stadt),93413,Bayern,Klatovy,Tschech. Republik,Europa,1990,1.288011,103.852371
Chemnitz,9111,Sachsen,Usti Nad Labem (Aussig),Tschech. Republik,Europa,1970,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Arras,Frankreich,Europa,1967,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Mulhouse (Mülhausen),Frankreich,Europa,1981,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Tampere,Finnland,Europa,1961,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Manchester,Großbritannien,Europa,1983,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Lodz (Lodsch),Polen,Europa,1971,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Tombouctou,Mali,Afrika,1967,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Wolgograd,Rußland,Europa,1988,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Ljubljana (Laibach),Slowenien,Europa,1966,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Taiyuan,China,Asien,2004,p,50.8333,12.9167
Chemnitz,9111,Sachsen,Akron,USA,Amerika,1997,p,50.8333,12.9167
Clausen,66978,Rheinland-Pfalz,Gilley,Frankreich,Europa,1990,p,49.2607,7.6773
Claußnitz,9236,Sachsen,Nova L´ubovna (Neulublau),Slow. Republik,Europa,2000,k,50.936085,12.890635
Clausthal-Zellerfeld,38678,Niedersachsen,L`Aigle,Frankreich,Europa,1972,p,51.8,10.3333
Cloppenburg,49661,Niedersachsen,Bernay,Frankreich,Europa,1990,p,52.8475,8.045
Coburg,96450,Bayern,Oudenaarde,Belgien,Europa,1972,p,50.2614,10.9633
Coburg,96450,Bayern,Cobourg (Ontario),Kanada,Amerika,1997,p,50.2614,10.9633
Coburg,96450,Bayern,Niort,Frankreich,Europa,1974,p,50.2614,10.9633
Coburg,96450,Bayern,Isle of Wight,Großbritannien,Europa,1983,p,50.2614,10.9633
Coburg,96450,Bayern,Gais,Italien,Europa,1971,p,50.2614,10.9633
Coburg,96450,Bayern,Garden City,USA,Amerika,1952,p,50.2614,10.9633
Cochem,56812,Rheinland-Pfalz,Malmedy,Belgien,Europa,1975,p,50.1451,7.1638
Cochem,56812,Rheinland-Pfalz,Arallon (Burgund),Frankreich,Europa,1966,p,50.1451,7.1638
Coesfeld,48653,Nordrhein-Westfalen,Plerguer,Frankreich,Europa,1968,p,51.9312,7.1714
Coesfeld,48653,Nordrhein-Westfalen,De Bilt,Niederlande,Europa,1983,p,51.9312,7.1714
Cölbe,35091,Hessen,Koscierzyna (Berent),Polen,Europa,1991,p,50.87827,8.822691
Coppenbrügge,31863,Niedersachsen,Marolles en Hurepoix,Frankreich,Europa,1995,p,52.101977,9.487363
Coswig,1640,Sachsen,Lovosice (Lobositz),Tschech. Republik,Europa,2000,p,51.132,13.5831
Cottbus,3046,Brandenburg,Targowischte,Bulgarien,Europa,1975,p,51.7577,14.3289
Cottbus,3046,Brandenburg,Montreuil,Frankreich,Europa,1959,p,51.7577,14.3289
Cottbus,3046,Brandenburg,Grosseto,Italien,Europa,1969,p,51.7577,14.3289
Cottbus,3046,Brandenburg,Nuneaton & Bedworth,Großbritannien,Europa,2004,p,51.7577,14.3289
Cottbus,3046,Brandenburg,Zielona Góra (Grünberg),Polen,Europa,1975,p,51.7577,14.3289
Cottbus,3046,Brandenburg,Lipezk,Rußland,Europa,1974,p,51.7577,14.3289
Cottbus,3046,Brandenburg,Kosice (Kaschau),Slow. Republik,Europa,1978,p,51.7577,14.3289
Crailsheim,74564,Baden-Württemberg,Marianske Lazne (Marienbad),Tschech. Republik,Europa,1969,f,49.136,10.0613
Crailsheim,74564,Baden-Württemberg,Terrassa,Spanien,Europa,1992,k,49.136,10.0613
Crailsheim,74564,Baden-Württemberg,Pamiers,Frankreich,Europa,1969,p,49.136,10.0613
Crailsheim,74564,Baden-Württemberg,Jurbarkas,Litauen,Europa,2000,p,49.136,10.0613
Crailsheim,74564,Baden-Württemberg,Bilgoraj,Polen,Europa,2000,p,49.136,10.0613
Crailsheim,74564,Baden-Württemberg,Worthington,USA,Amerika,1947,p,49.136,10.0613
Cranzahl,9465,Sachsen,Running Springs,USA,Amerika,1992,p,50.497984,12.98189
Crawinkel,99330,Thüringen,Juniville,Frankreich,Europa,1993,p,50.7833,10.7833
Crimmitschau,8451,Sachsen,Bystrice nad Pernstejnem,Tschech. Republik,Europa,1971,p,50.8089,12.3461
Crimmitschau,8451,Sachsen,Sebes (Mühlbach),Rumänien,Europa,1995,f,50.8089,12.3461
Crostwitz,1920,Sachsen,Namyslow (Namslau),Polen,Europa,1983,p,51.2333,14.25
Cunewalde,2733,Sachsen,Zruc (Zrutsch),Tschech. Republik,Europa,2000,k,51.1,14.5167
Cunewalde,2733,Sachsen,Donges,Frankreich,Europa,1993,p,51.1,14.5167
Cuxhaven,27472,Niedersachsen,Nuuk/Godthab,Dänemark,Europa,1987,,53.8584,8.709
Cuxhaven,27472,Niedersachsen,Saint Ave,Frankreich,Europa,1988,p,53.8584,8.709
Cuxhaven,27472,Niedersachsen,Vannes,Frankreich,Europa,1963,p,53.8584,8.709
Cuxhaven,27472,Niedersachsen,Murmansk,Rußland,Europa,2004,f,53.8584,8.709
Cuxhaven,27472,Niedersachsen,District Penwith,Großbritannien,Europa,1975,,53.8584,8.709
Cuxhaven,27472,Niedersachsen,Hafnarfjördur,Island,Europa,1988,,53.8584,8.709
Cuxhaven,27472,Niedersachsen,Peniche,Portugal,Europa,2000,,53.8584,8.709
Cuxhaven,27472,Niedersachsen,Penzance,Großbritannien,Europa,1967,p,53.8584,8.709
Cuxhaven(Kreis)(Cuxhaven, Stadt),27474,Niedersachsen,Wiesen (Pfitsch),Italien,Europa,1984,1.288011,103.852371
Cuxhaven(Kreis)(Cuxhaven, Stadt),27474,Niedersachsen,Polessk,Rußland,Europa,1992,1.288011,103.852371
Daaden,57567,Rheinland-Pfalz,Fontenay le Fleury,Frankreich,Europa,1985,k,50.7333,7.9667
Dachau,85221,Bayern,Klagenfurt,Österreich,Europa,1974,p,48.2619,11.4452
Dachau,85221,Bayern,Oswiecim,Polen,Europa,1989,k,48.2619,11.4452
Dachau,85221,Bayern,Rosh HaAyin,Israel,Asien,2009,k,48.2619,11.4452
Dachsberg (Südschwarzwald),79875,Baden-Württemberg,Saint Jean de Sixt,Frankreich,Europa,1993,p,47.705059,8.087021
Dahlem,53949,Nordrhein-Westfalen,Sarzeau,Frankreich,Europa,2004,p,50.3833,6.55
Dahlenburg,21368,Niedersachsen,Le Molay-Littry,Frankreich,Europa,1981,p,53.1877,10.7365
Dahlenburg,21368,Niedersachsen,Gramsbergen,Niederlande,Europa,1976,p,53.1877,10.7365
Dahlenburg(Samtgemeinde),21368,Niedersachsen,Gramsbergen,Niederlande,Europa,1976,p,53.187031,10.718462
Dahme,23743,Schleswig-Holstein,Nysted,Dänemark,Europa,2000,p,54.179358,10.991
Dahme-Spreewald(Kreis),15907,Brandenburg,Powiat Wolsztyn,Polen,Europa,2004,p,51.945249,13.903714
Dahme/Mark,15936,Brandenburg,Abbeville (South Carolina),USA,Amerika,1994,p,,
Damme,49401,Niedersachsen,Damme/Flandern,Belgien,Europa,1986,p,52.5167,8.2
Dannstadt-Schauernheim,67125,Rheinland-Pfalz,Betheny,Frankreich,Europa,2006,p,49.4403,8.3086
Dargun,17159,Mecklenburg-Vorpommern,Skaelskor,Dänemark,Europa,1992,p,53.901,12.8501
Darmstadt,64283,Hessen,Graz,Österreich,Europa,1968,p,49.873,8.6537
Darmstadt,64283,Hessen,Saanen-Gstaad,Schweiz,Europa,1991,p,49.873,8.6537
Darmstadt,64283,Hessen,Logrono,Spanien,Europa,2002,p,49.873,8.6537
Darmstadt,64283,Hessen,Troyes,Frankreich,Europa,1958,p,49.873,8.6537
Darmstadt,64283,Hessen,Chesterfield,Großbritannien,Europa,1959,p,49.873,8.6537
Darmstadt,64283,Hessen,Gyönk (Jink),Ungarn,Europa,1990,p,49.873,8.6537
Darmstadt,64283,Hessen,Szeged (Segedin),Ungarn,Europa,1990,p,49.873,8.6537
Darmstadt,64283,Hessen,Brescia,Italien,Europa,1991,p,49.873,8.6537
Darmstadt,64283,Hessen,Libau (Liepaja),Lettland,Europa,1993,p,49.873,8.6537
Darmstadt,64283,Hessen,Trondheim,Norwegen,Europa,1968,p,49.873,8.6537
Darmstadt,64283,Hessen,Alkmaar,Niederlande,Europa,1958,p,49.873,8.6537
