municipality,plz,bundesland,state,latitude,longitude,municipality_place_name,partnergemeinde,land,country,kontinent,continent,seit,form,partner_latitude,partner_longitude,partner_place_name
Filderstadt,70794,Baden-Württemberg,Baden-Wurttemberg,48.657000,9.220500,"Filderstadt, 70794, Baden-Württemberg, Germany",Dombasle,Frankreich,France,Europa,Europe,1972,p,48.895025,6.153227,"Dombasle, Port-sur-Seille, 54700, Meurthe-et-Moselle, France"
Filderstadt,70794,Baden-Württemberg,Baden-Wurttemberg,48.657000,9.220500,"Filderstadt, 70794, Baden-Württemberg, Germany",Poltawa,Ukraine,Ukraine,Europa,Europe,1988,p,49.593700,34.540700,"Poltava, Полтавська, Ukraine"
Filderstadt,70794,Baden-Württemberg,Baden-Wurttemberg,48.657000,9.220500,"Filderstadt, 70794, Baden-Württemberg, Germany",Selby,Großbritannien,United Kingdom,Europa,Europe,2002,p,53.779234,-1.076733,"Selby, YO8 9BS, North Yorkshire, United Kingdom"
Finnentrop,57413,Nordrhein-Westfalen,North Rhine-Westphalia,51.166700,7.966700,"Finnentrop, 57413, Nordrhein-Westfalen, Germany",Diksmuide,Belgien,Belgium,Europa,Europe,1979,p,51.035296,2.833066,"Diksmuide, West-Vlanderen, Belgium"
Finsterwalde,3238,Brandenburg,Brandenburg,51.627600,13.715100,"Finsterwalde, 03238, Brandenburg, Germany",Nordborg,Dänemark,Denmark,Europa,Europe,2000,k,55.939705,9.318333,Denmark
Finsterwalde,3238,Brandenburg,Brandenburg,51.627600,13.715100,"Finsterwalde, 03238, Brandenburg, Germany",Montataire,Frankreich,France,Europa,Europe,1962,p,49.259000,2.437800,"Montataire, 60160, Oise, France"
Finsterwalde,3238,Brandenburg,Brandenburg,51.627600,13.715100,"Finsterwalde, 03238, Brandenburg, Germany",Finsterwolde,Niederlande,Netherlands,Europa,Europe,2000,k,53.215000,7.134700,"Finsterwolde, 9684, Groningen, Netherlands"
Fischach,86850,Bayern,Bavaria,48.290500,10.655900,"Fischach, 86850, Bayern, Germany",Vimy,Frankreich,France,Europa,Europe,1975,p,50.373000,2.811500,"Vimy, 62580, Pas-de-Calais, France"
Flachslanden,91604,Bayern,Bavaria,49.398400,10.513200,"Flachslanden, 91604, Bayern, Germany",Sauviat,Frankreich,France,Europa,Europe,2000,k,45.715400,3.535000,"Sauviat, 63120, Puy-de-Dôme, France"
Fladungen,97650,Bayern,Bavaria,50.520500,10.145800,"Fladungen, 97650, Bayern, Germany",Köo,Estland,Estonia,Europa,Europe,1996,p,58.629200,25.721100,"Kõo, Viljandimaa, Estonia"
Fladungen,97650,Bayern,Bavaria,50.520500,10.145800,"Fladungen, 97650, Bayern, Germany",Köyliö,Finnland,Finland,Europa,Europe,1996,p,64.782742,26.977793,Finland
Fladungen,97650,Bayern,Bavaria,50.520500,10.145800,"Fladungen, 97650, Bayern, Germany",Nora,Schweden,Sweden,Europa,Europe,1996,p,59.537500,14.925800,"Nora, Örebro län, Sweden"
Fleckeby,24357,Schleswig-Holstein,Schleswig-Holstein,54.483300,9.700000,"Fleckeby, 24357, Schleswig-Holstein, Germany",Hall (Steiermark),Österreich,Austria,Europa,Europe,1982,p,47.617600,14.446000,"Hall, 8911, Steiermark, Austria"
Flensburg,24937,Schleswig-Holstein,Schleswig-Holstein,54.784300,9.439600,"Flensburg, 24937, Schleswig-Holstein, Germany",Ashdod,Israel,Israel,Asien,Asia,1980,f,31.798734,34.646493,"Ashdod, HaDarom, Israel"
Flensburg,24937,Schleswig-Holstein,Schleswig-Holstein,54.784300,9.439600,"Flensburg, 24937, Schleswig-Holstein, Germany",Fredericia,Dänemark,Denmark,Europa,Europe,1971,k,55.600000,9.716700,"Fredericia, Syddanmark, Denmark"
Flensburg,24937,Schleswig-Holstein,Schleswig-Holstein,54.784300,9.439600,"Flensburg, 24937, Schleswig-Holstein, Germany",Carlisle,Großbritannien,United Kingdom,Europa,Europe,1961,p,54.900604,-2.936982,"Carlisle, CA3 9NB, Cumbria, United Kingdom"
Flintbek,24220,Schleswig-Holstein,Schleswig-Holstein,54.250000,10.066700,"Flintbek, 24220, Schleswig-Holstein, Germany",Roma d`Ezzeline,Italien,Italy,Europa,Europe,1985,p,41.850451,12.629878,"ROMA, Italy"
Floh-Seligenthal,98593,Thüringen,Thuringia,50.760000,10.486700,"Floh-Seligenthal, 98593, Thüringen, Germany",Chateauneuf en Thymerias,Frankreich,France,Europa,Europe,1996,f,45.524600,4.640400,"Châteauneuf, 42800, Loire, France"
Flöha,9557,Sachsen,Saxony,50.855089,13.066431,"09557, Sachsen, Germany",Sokolov (Falkenau),Tschech. Republik,Czech Republic,Europa,Europe,2000,k,50.181300,12.640100,"Sokolov, Karlovarský, Czech Republic"
Flonheim,55237,Rheinland-Pfalz,Rheinland-Pfalz,49.785000,8.040000,"Flonheim, 55237, Rheinland-Pfalz, Germany",Villenauxe,Frankreich,France,Europa,Europe,1975,p,48.356013,3.301294,"Rue de Villenauxe, Plessis-Saint-Jean, 89140, Yonne, France"
Flörsheim am Main,65439,Hessen,Hesse,50.056913,8.514663,"Am Main, Kelsterbach, 65451, Hessen, Germany",Pyskowice,Polen,Poland,Europa,Europe,2005,p,50.391500,18.600700,"Pyskowice, Śląskie, Poland"
Flörsheim am Main,65439,Hessen,Hesse,50.056913,8.514663,"Am Main, Kelsterbach, 65451, Hessen, Germany",Pérols,Frankreich,France,Europa,Europe,1992,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Flörsheim am Main,65439,Hessen,Hesse,50.056913,8.514663,"Am Main, Kelsterbach, 65451, Hessen, Germany",Güzelbahce,Türkei,Turkey,Europa,Europe,2011,p,38.953745,35.493855,Turkey
Flörsheim-Dalsheim,67592,Rheinland-Pfalz,Rheinland-Pfalz,49.653800,8.210000,"Flörsheim-Dalsheim, 67592, Rheinland-Pfalz, Germany",Garons,Frankreich,France,Europa,Europe,2013,p,43.768300,4.428300,"Garons, 30128, Gard, France"
Florstadt,61197,Hessen,Hesse,50.328700,8.916600,"Florstadt, 61197, Hessen, Germany",Izbicko,Polen,Poland,Europa,Europe,2003,p,50.571100,18.159800,"Izbicko, Opolskie, Poland"
Florstadt,61197,Hessen,Hesse,50.328700,8.916600,"Florstadt, 61197, Hessen, Germany",Jaabeck,Niederlande,Netherlands,Europa,Europe,1980,f,52.147946,5.590768,Netherlands
Florstadt,61197,Hessen,Hesse,50.328700,8.916600,"Florstadt, 61197, Hessen, Germany",Pléneufs-Val-André,Frankreich,France,Europa,Europe,2007,p,45.854238,2.641944,"Val, Combrailles, 63380, Puy-de-Dôme, France"
Florstadt,61197,Hessen,Hesse,50.328700,8.916600,"Florstadt, 61197, Hessen, Germany",Staden,Belgien,Belgium,Europa,Europe,2004,p,50.983602,3.000633,"Staden, West-Vlanderen, Belgium"
Flotwedel (Samtgemeinde),29342,Niedersachsen,Lower Saxony,52.578117,10.210971,"29342, Niedersachsen, Germany",Stövring,Dänemark,Denmark,Europa,Europe,1997,f,55.939705,9.318333,Denmark
Flotwedel (Samtgemeinde),29342,Niedersachsen,Lower Saxony,52.578117,10.210971,"29342, Niedersachsen, Germany",Rakoniewice b. Posen,Polen,Poland,Europa,Europe,1998,f,52.406200,16.923400,"Poznań, Wielkopolskie, Poland"
Fluorn-Winzeln,78737,Baden-Württemberg,Baden-Wurttemberg,48.291700,8.491700,"Fluorn-Winzeln, 78737, Baden-Württemberg, Germany",Schönau,Österreich,Austria,Europa,Europe,1982,p,47.695940,14.755756,Austria
Föhren,54343,Rheinland-Pfalz,Rheinland-Pfalz,49.864497,6.765908,"54343, Rheinland-Pfalz, Germany",Monéteau,Frankreich,France,Europa,Europe,1992,p,47.485800,1.113300,"Monteaux, 41150, Loir-et-Cher, France"
Forbach,76596,Baden-Württemberg,Baden-Wurttemberg,48.683300,8.350000,"Forbach, 76596, Baden-Württemberg, Germany",Andilly,Frankreich,France,Europa,Europe,1963,p,49.009300,2.302400,"Andilly, 95580, Val-d'Oise, France"
Forchheim,79362,Baden-Württemberg,Baden-Wurttemberg,48.166700,7.700000,"Forchheim, 79362, Baden-Württemberg, Germany",Colonia Tovar,Venezuela,Venezuela,Amerika,America,1967,k,10.400026,-67.305371,"Colonia Tovar, Aragua, Venezuela"
Forchheim,91301,Bayern,Bavaria,49.717500,11.058800,"Forchheim, 91301, Bayern, Germany",Rovereto,Italien,Italy,Europa,Europe,1989,p,45.883974,11.037173,"Rovereto, TRENTO, Italy"
Forchheim,91301,Bayern,Bavaria,49.717500,11.058800,"Forchheim, 91301, Bayern, Germany",Le Perreux,Frankreich,France,Europa,Europe,1974,p,46.813269,3.631206,"Le Perreux, Saint-Hilaire-Fontaine, 58300, Nièvre, France"
Forchheim,91301,Bayern,Bavaria,49.717500,11.058800,"Forchheim, 91301, Bayern, Germany",Roppen,Österreich,Austria,Europa,Europe,1987,f,47.191900,10.820400,"Roppen, 6426, Tirol, Austria"
"Forchheim (Kreis) (Forchheim, Stadt)",91301,Bayern,Bavaria,49.704233,11.041716,"Forchheimer Straße, Forchheim, 91301, Bayern, Germany",Biscarrosse,Frankreich,France,Europa,Europe,1975,p,44.394500,-1.167200,"Biscarrosse, 40600, Landes, France"
"Forchheim (Kreis) (Forchheim, Stadt)",91301,Bayern,Bavaria,49.704233,11.041716,"Forchheimer Straße, Forchheim, 91301, Bayern, Germany",Distrikt Stirling,Großbritannien,United Kingdom,Europa,Europe,1981,p,56.252600,-4.435804,"Stirling, Stirling, United Kingdom"
Forst (Lausitz),3149,Brandenburg,Brandenburg,51.735400,14.639700,"Forst (Lausitz), 03149, Brandenburg, Germany",Brody (Pförten),Polen,Poland,Europa,Europe,2000,k,51.768100,14.783500,"Brody, Lubuskie, Poland"
Forst (Lausitz),3149,Brandenburg,Brandenburg,51.735400,14.639700,"Forst (Lausitz), 03149, Brandenburg, Germany",Loches,Frankreich,France,Europa,Europe,2000,k,47.128600,0.995300,"Loches, 37600, Indre-et-Loire, France"
Forst (Lausitz),3149,Brandenburg,Brandenburg,51.735400,14.639700,"Forst (Lausitz), 03149, Brandenburg, Germany",Lubsko (Sommerfeld N.L.),Polen,Poland,Europa,Europe,2000,p,51.779000,14.955300,"Lubsko, Lubuskie, Poland"
Frammersbach,97833,Bayern,Bavaria,50.064700,9.468900,"Frammersbach, 97833, Bayern, Germany",Orbec,Frankreich,France,Europa,Europe,1987,p,49.022100,0.407600,"Orbec, 14290, Calvados, France"
Frankenberg,9669,Sachsen,Saxony,50.918330,13.091825,"09669, Sachsen, Germany",Sachsenburg,Österreich,Austria,Europa,Europe,1993,p,46.821700,13.305700,"Sachsenburg, 9751, Kärnten, Austria"
Frankenberg (Eder),35066,Hessen,Hesse,51.058400,8.783300,"Frankenberg (Eder), 35066, Hessen, Germany",Seekirchen,Österreich,Austria,Europa,Europe,1968,p,47.695940,14.755756,Austria
Frankenberg (Eder),35066,Hessen,Hesse,51.058400,8.783300,"Frankenberg (Eder), 35066, Hessen, Germany",Kanton Brou,Frankreich,France,Europa,Europe,1967,p,48.217200,1.165400,"Brou, 28160, Eure-et-Loir, France"
Frankenberg (Eder),35066,Hessen,Hesse,51.058400,8.783300,"Frankenberg (Eder), 35066, Hessen, Germany",Brou,Frankreich,France,Europa,Europe,1967,p,48.217200,1.165400,"Brou, 28160, Eure-et-Loir, France"
Frankenberg (Eder),35066,Hessen,Hesse,51.058400,8.783300,"Frankenberg (Eder), 35066, Hessen, Germany",Manningtree,Großbritannien,United Kingdom,Europa,Europe,1970,p,51.941035,1.059272,"Manningtree, CO11 2BH, Essex, United Kingdom"
Frankeneck,67468,Rheinland-Pfalz,Rheinland-Pfalz,49.376400,8.048600,"Frankeneck, 67468, Rheinland-Pfalz, Germany",Thuit Signol,Frankreich,France,Europa,Europe,1968,p,49.264900,0.939100,"Le Thuit-Signol, 27370, Eure, France"
Frankeneck,67468,Rheinland-Pfalz,Rheinland-Pfalz,49.376400,8.048600,"Frankeneck, 67468, Rheinland-Pfalz, Germany",Thuit Simer,Frankreich,France,Europa,Europe,1968,p,49.268600,0.911000,"Le Thuit-Simer, 27370, Eure, France"
Frankeneck,67468,Rheinland-Pfalz,Rheinland-Pfalz,49.376400,8.048600,"Frankeneck, 67468, Rheinland-Pfalz, Germany",Thuit Anger,Frankreich,France,Europa,Europe,1968,p,49.272500,0.967200,"Le Thuit-Anger, 27370, Eure, France"
Frankeneck,67468,Rheinland-Pfalz,Rheinland-Pfalz,49.376400,8.048600,"Frankeneck, 67468, Rheinland-Pfalz, Germany",Tenbury Wells,Großbritannien,United Kingdom,Europa,Europe,1966,p,51.225753,-2.650211,"Wells, BA5 3AJ, Somerset, United Kingdom"
Frankenthal (Pfalz),67227,Rheinland-Pfalz,Rheinland-Pfalz,49.534100,8.353600,"Frankenthal (Pfalz), 67227, Rheinland-Pfalz, Germany",Colombes,Frankreich,France,Europa,Europe,1958,p,48.923600,2.252200,"Colombes, 92700, Hauts-de-Seine, France"
Frankenthal (Pfalz),67227,Rheinland-Pfalz,Rheinland-Pfalz,49.534100,8.353600,"Frankenthal (Pfalz), 67227, Rheinland-Pfalz, Germany",Puschkin,Rußland,Russia,Europa,Europe,2000,k,59.695100,30.418000,"Pushkin, Город Санкт-Петербург, Russia"
Frankfurt (Oder),15230,Brandenburg,Brandenburg,52.362200,14.534900,"Frankfurt (Oder), 15234, Brandenburg, Germany",Yuma,USA,United States,Amerika,America,1997,p,32.662700,-114.547500,"Yuma, 85365, Arizona, United States"
Frankfurt (Oder),15230,Brandenburg,Brandenburg,52.362200,14.534900,"Frankfurt (Oder), 15234, Brandenburg, Germany",Kadima,Israel,Israel,Asien,Asia,1997,p,31.386006,34.632182,Israel
Frankfurt (Oder),15230,Brandenburg,Brandenburg,52.362200,14.534900,"Frankfurt (Oder), 15234, Brandenburg, Germany","Slubice, Landkreis",Polen,Poland,Europa,Europe,2005,p,52.359000,14.589900,"Słubice, Lubuskie, Poland"
Frankfurt (Oder),15230,Brandenburg,Brandenburg,52.362200,14.534900,"Frankfurt (Oder), 15234, Brandenburg, Germany",Nimes,Frankreich,France,Europa,Europe,1976,p,43.833300,4.350000,"Nîmes, 30900, Gard, France"
Frankfurt (Oder),15230,Brandenburg,Brandenburg,52.362200,14.534900,"Frankfurt (Oder), 15234, Brandenburg, Germany",Witebsk,Belarus,Belarus,Europa,Europe,1991,p,53.712624,28.039305,Belarus
Frankfurt (Oder),15230,Brandenburg,Brandenburg,52.362200,14.534900,"Frankfurt (Oder), 15234, Brandenburg, Germany",Vantaa,Finnland,Finland,Europa,Europe,1987,p,60.303700,24.958800,"Vantaa, Uusimaa, Finland"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Dubai,Vereinigte Arabische Emirate,United Arab Emirates,Afrika,Africa,2005,f,25.153598,55.276245,"Dubai, Dubay, United Arab Emirates"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Kairo,Ägypten,Egypt,Afrika,Africa,1979,f,26.836862,29.473744,Egypt
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Granada,Nicaragua,Nicaragua,Amerika,America,1991,p,11.937058,-85.942950,"Granada, Granada, Nicaragua"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Toronto,Kanada,Canada,Amerika,America,1989,f,43.702300,-79.357400,"Toronto, M4H 1A2, Ontario, Canada"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Shenzhen,China,China,Asien,Asia,2006,k,22.568479,114.022973,"Shenzhen, Guangdong, China"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Tel Aviv,Israel,Israel,Asien,Asia,1980,f,32.066519,34.787800,"Tel Aviv, Tel Aviv, Israel"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Yokohama,Japan,Japan,Asien,Asia,2011,f,35.433333,139.633333,"横浜市, 神奈川県, Japan"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Guangzhou,China,China,Asien,Asia,1988,p,36.894361,98.604453,China
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Tianjin,China,China,Asien,Asia,2007,k,39.413189,117.354616,"Tianjin, China"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Peking,China,China,Asien,Asia,2007,k,44.478538,-69.516752,"Peking, China, 04358, Maine, United States"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Eskisehir,Türkei,Turkey,Europa,Europe,2013,p,39.765707,30.511397,"Eskişehir, Eskisehir, Turkey"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Lyon,Frankreich,France,Europa,Europe,1960,p,45.754200,4.830900,"Lyon, 69002, Rhône, France"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Budapest,Ungarn,Hungary,Europa,Europe,1990,p,47.477345,19.141151,"Budapest, Hungary"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Mailand,Italien,Italy,Europa,Europe,1970,p,42.508793,12.677718,Italy
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Deuil-la Barre,Frankreich,France,Europa,Europe,1967,p,48.975000,2.328600,"Deuil-la-Barre, 95170, Val-d'Oise, France"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Kraków (Krakau),Polen,Poland,Europa,Europe,1991,p,50.046900,20.004800,"Kraków, Małopolskie, Poland"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Praha (Prag),Tschech. Republik,Czech Republic,Europa,Europe,1990,p,50.067900,14.461200,"Praha, Hlavní město Praha, Czech Republic"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Moskau,Rußland,Russia,Europa,Europe,2001,k,55.761700,37.606700,"Moskva, Город Москва, Russia"
Frankfurt am Main,60311,Hessen,Hesse,50.110300,8.671800,"Frankfurt am Main, 60311, Hessen, Germany",Birmingham,Großbritannien,United Kingdom,Europa,Europe,1966,p,52.460070,-1.892374,"Birmingham, B12 9TB, Birmingham, United Kingdom"
Fränkisch-Crumbach,64407,Hessen,Hesse,49.745319,8.846394,"64407, Hessen, Germany",Eben-Maurach,Österreich,Austria,Europa,Europe,1985,k,47.160480,11.885911,"Maurach, Brandberg, 6290, Tirol, Austria"
Frauenau,94258,Bayern,Bavaria,48.988900,13.300700,"Frauenau, 94258, Bayern, Germany",Novy Bor (Haida),Tschech. Republik,Czech Republic,Europa,Europe,2000,k,50.757600,14.555500,"Nový Bor, Liberecký, Czech Republic"
Frauenau,94258,Bayern,Bavaria,48.988900,13.300700,"Frauenau, 94258, Bayern, Germany",Leerdam,Niederlande,Netherlands,Europa,Europe,2000,k,51.893300,5.091700,"Leerdam, 4141, Zuid-Holland, Netherlands"
Frauensee,36460,Thüringen,Thuringia,50.876222,10.107831,"Frauensee, 36460, Thüringen, Germany",Genas,Frankreich,France,Europa,Europe,2000,k,45.731400,5.002200,"Genas, 69740, Rhône, France"
Frauenwald,98711,Thüringen,Thuringia,50.583300,10.850000,"Frauenwald, 98711, Thüringen, Germany",Villebon,Frankreich,France,Europa,Europe,1990,p,48.392100,1.207700,"Villebon, 28190, Eure-et-Loir, France"
Frechen,50226,Nordrhein-Westfalen,North Rhine-Westphalia,50.914800,6.811800,"Frechen, 50226, Nordrhein-Westfalen, Germany",Kapfenberg,Österreich,Austria,Europa,Europe,1956,p,47.454000,15.270200,"Kapfenberg, 8605, Steiermark, Austria"
Freckenfeld,76872,Rheinland-Pfalz,Rheinland-Pfalz,49.065000,8.113900,"Freckenfeld, 76872, Rheinland-Pfalz, Germany",Telfes,Österreich,Austria,Europa,Europe,1989,p,47.164381,11.360538,"Telfes, Telfes im Stubai, 6165, Tirol, Austria"
Fredersdorf-Vogelsdorf,15370,Brandenburg,Brandenburg,52.522700,13.753800,"Fredersdorf-Vogelsdorf, 15370, Brandenburg, Germany",Marquette-Lez-Lille,Frankreich,France,Europa,Europe,2000,p,50.676300,3.066100,"Marquette-lez-Lille, 59520, Nord, France"
Freiberg,9599,Sachsen,Saxony,50.910900,13.338800,"Freiberg, 09599, Sachsen, Germany",Gentilly,Frankreich,France,Europa,Europe,1966,p,48.813300,2.344400,"Gentilly, 94250, Val-de-Marne, France"
Freiberg,9599,Sachsen,Saxony,50.910900,13.338800,"Freiberg, 09599, Sachsen, Germany",Delft,Niederlande,Netherlands,Europa,Europe,1986,p,52.006700,4.355600,"Delft, 2613, Zuid-Holland, Netherlands"
"Freiberg (Kreis) (Freiberg, Stadt)",9599,Sachsen,Saxony,50.910900,13.338800,"Freiberg, 09599, Sachsen, Germany",Okres Teplicé (Kreis Teplitz),Tschech. Republik,Czech Republic,Europa,Europe,2000,p,50.638800,13.830200,"Teplice, Ústecký, Czech Republic"
Freiberg am Neckar,71691,Baden-Württemberg,Baden-Wurttemberg,48.932000,9.202400,"Freiberg am Neckar, 71691, Baden-Württemberg, Germany",Erzin,Türkei,Turkey,Europa,Europe,1996,p,39.540700,39.074065,"Erzincan, Turkey"
Freiberg am Neckar,71691,Baden-Württemberg,Baden-Wurttemberg,48.932000,9.202400,"Freiberg am Neckar, 71691, Baden-Württemberg, Germany",Soisy-sous-Montmorency,Frankreich,France,Europa,Europe,1984,p,48.988100,2.301600,"Soisy-sous-Montmorency, 95230, Val-d'Oise, France"
Freiburg im Breisgau,79098,Baden-Württemberg,Baden-Wurttemberg,47.994200,7.847000,"Freiburg im Breisgau, 79098, Baden-Württemberg, Germany",Wiwili,Nicaragua,Nicaragua,Amerika,America,1988,f,28.420335,-106.877291,"Calle Nicaragua, Cuauhtémoc, Chihuahua, Mexico"
Freiburg im Breisgau,79098,Baden-Württemberg,Baden-Wurttemberg,47.994200,7.847000,"Freiburg im Breisgau, 79098, Baden-Württemberg, Germany",Madison,USA,United States,Amerika,America,1987,p,43.073000,-89.401200,"Madison, 53715, Wisconsin, United States"
Freiburg im Breisgau,79098,Baden-Württemberg,Baden-Wurttemberg,47.994200,7.847000,"Freiburg im Breisgau, 79098, Baden-Württemberg, Germany",Tel Aviv,Israel,Israel,Asien,Asia,2008,k,32.066519,34.787800,"Tel Aviv, Tel Aviv, Israel"
Freiburg im Breisgau,79098,Baden-Württemberg,Baden-Wurttemberg,47.994200,7.847000,"Freiburg im Breisgau, 79098, Baden-Württemberg, Germany",Isfahan,Iran,Iran,Asien,Asia,2000,p,32.424246,54.129673,Iran
Freiburg im Breisgau,79098,Baden-Württemberg,Baden-Wurttemberg,47.994200,7.847000,"Freiburg im Breisgau, 79098, Baden-Württemberg, Germany",Matsuyama,Japan,Japan,Asien,Asia,1989,p,33.833333,132.750000,"松山市, 愛媛県, Japan"
Freiburg im Breisgau,79098,Baden-Württemberg,Baden-Wurttemberg,47.994200,7.847000,"Freiburg im Breisgau, 79098, Baden-Württemberg, Germany",Granada,Spanien,Spain,Europa,Europe,1991,p,37.389980,-3.237864,"Granada, Spain"
